"C25095_001E","C25095_001M","C25095_002E","C25095_002M","C25095_003E","C25095_003M","C25095_004E","C25095_004M","C25095_005E","C25095_005M","C25095_006E","C25095_006M","C25095_007E","C25095_007M","C25095_008E","C25095_008M","C25095_009E","C25095_009M","C25095_010E","C25095_010M","C25095_011E","C25095_011M","C25095_012E","C25095_012M","C25095_013E","C25095_013M","C25095_014E","C25095_014M","C25095_015E","C25095_015M","C25095_016E","C25095_016M","C25095_017E","C25095_017M","C25095_018E","C25095_018M","C25095_019E","C25095_019M","C25095_020E","C25095_020M","C25095_021E","C25095_021M","C25095_022E","C25095_022M","C25095_023E","C25095_023M","C25095_024E","C25095_024M","C25095_025E","C25095_025M","C25095_026E","C25095_026M","C25095_027E","C25095_027M","C25095_028E","C25095_028M","C25095_029E","C25095_029M","GEO_ID","NAME"
"820","90","23","34","0","12","23","34","0","12","19","19","12","15","7","11","0","12","199","93","113","69","86","63","0","12","75","42","60","39","15","20","0","12","235","90","227","91","8","13","0","12","184","73","184","73","0","12","0","12","85","50","85","50","0","12","0","12","1500000US370570602021","Block Group 1, Census Tract 602.02, Davidson County, North Carolina"
"576","136","20","32","0","12","0","12","20","32","7","13","0","12","7","13","0","12","113","75","40","44","73","59","0","12","112","94","47","48","65","80","0","12","119","57","100","51","19","34","0","12","143","99","128","97","15","25","0","12","62","46","62","46","0","12","0","12","1500000US370570602031","Block Group 1, Census Tract 602.03, Davidson County, North Carolina"
"628","124","83","60","0","12","83","60","0","12","26","30","0","12","26","30","0","12","87","59","68","56","19","25","0","12","45","41","45","41","0","12","0","12","143","98","143","98","0","12","0","12","110","72","110","72","0","12","0","12","134","66","134","66","0","12","0","12","1500000US370570602032","Block Group 2, Census Tract 602.03, Davidson County, North Carolina"
"623","125","0","12","0","12","0","12","0","12","57","66","16","25","41","59","0","12","71","52","45","39","26","31","0","12","134","82","71","54","63","60","0","12","84","54","70","47","14","24","0","12","140","96","140","96","0","12","0","12","137","72","137","72","0","12","0","12","1500000US370570602033","Block Group 3, Census Tract 602.03, Davidson County, North Carolina"
"1072","106","6","11","0","12","6","11","0","12","57","39","29","30","28","25","0","12","79","43","48","38","31","33","0","12","165","69","113","62","52","49","0","12","273","113","177","66","96","90","0","12","152","80","148","80","4","8","0","12","340","115","315","111","25","31","0","12","1500000US370570603011","Block Group 1, Census Tract 603.01, Davidson County, North Carolina"
"634","103","0","12","0","12","0","12","0","12","85","60","16","20","69","55","0","12","87","55","28","32","59","49","0","12","7","11","7","11","0","12","0","12","140","63","130","61","10","17","0","12","174","81","174","81","0","12","0","12","141","77","125","72","16","25","0","12","1500000US370570603012","Block Group 2, Census Tract 603.01, Davidson County, North Carolina"
"1073","108","34","33","0","12","19","20","15","25","90","54","46","40","44","35","0","12","183","96","111","77","72","69","0","12","179","94","50","37","129","85","0","12","132","95","105","87","27","33","0","12","245","103","233","106","12","20","0","12","210","97","210","97","0","12","0","12","1500000US370570603021","Block Group 1, Census Tract 603.02, Davidson County, North Carolina"
"293","92","9","13","0","12","9","13","0","12","0","12","0","12","0","12","0","12","60","57","8","13","52","55","0","12","0","12","0","12","0","12","0","12","31","30","18","20","13","21","0","12","33","26","33","26","0","12","0","12","160","85","160","85","0","12","0","12","1500000US370570603022","Block Group 2, Census Tract 603.02, Davidson County, North Carolina"
"861","143","22","25","0","12","18","24","4","9","105","90","11","19","94","88","0","12","64","45","58","45","6","12","0","12","125","85","125","85","0","12","0","12","177","74","173","74","4","8","0","12","103","73","98","71","5","12","0","12","265","108","243","102","22","39","0","12","1500000US370570603031","Block Group 1, Census Tract 603.03, Davidson County, North Carolina"
"715","133","0","12","0","12","0","12","0","12","68","45","35","36","33","32","0","12","185","89","166","88","19","23","0","12","72","38","57","35","15","19","0","12","95","61","68","51","27","34","0","12","188","113","131","91","57","79","0","12","107","72","107","72","0","12","0","12","1500000US370570603032","Block Group 2, Census Tract 603.03, Davidson County, North Carolina"
"765","130","90","92","0","12","90","92","0","12","22","25","13","20","9","14","0","12","100","72","74","66","26","33","0","12","61","51","49","46","12","21","0","12","176","80","154","69","22","39","0","12","115","73","115","73","0","12","0","12","201","96","201","96","0","12","0","12","1500000US370570603041","Block Group 1, Census Tract 603.04, Davidson County, North Carolina"
"434","130","134","145","0","12","25","40","109","145","15","18","15","18","0","12","0","12","44","47","44","47","0","12","0","12","31","39","23","38","8","13","0","12","87","64","53","33","34","53","0","12","27","34","27","34","0","12","0","12","96","64","96","64","0","12","0","12","1500000US370570603042","Block Group 2, Census Tract 603.04, Davidson County, North Carolina"
"545","126","20","27","0","12","20","27","0","12","24","27","12","19","12","19","0","12","90","86","58","77","32","36","0","12","91","74","70","68","21","33","0","12","79","52","79","52","0","12","0","12","186","101","186","101","0","12","0","12","55","46","55","46","0","12","0","12","1500000US370570604001","Block Group 1, Census Tract 604, Davidson County, North Carolina"
"537","113","39","36","0","12","39","36","0","12","116","87","105","86","11","16","0","12","15","26","15","26","0","12","0","12","14","22","14","22","0","12","0","12","160","71","138","74","22","34","0","12","23","27","23","27","0","12","0","12","170","102","170","102","0","12","0","12","1500000US370570604002","Block Group 2, Census Tract 604, Davidson County, North Carolina"
"594","113","10","17","0","12","10","17","0","12","27","34","16","27","11","20","0","12","59","49","24","28","35","39","0","12","105","61","92","60","13","20","0","12","55","59","27","40","28","43","0","12","240","95","240","95","0","12","0","12","98","52","98","52","0","12","0","12","1500000US370570604003","Block Group 3, Census Tract 604, Davidson County, North Carolina"
"394","88","13","21","0","12","13","21","0","12","41","33","26","30","15","24","0","12","94","56","56","50","38","41","0","12","29","33","29","33","0","12","0","12","57","45","42","38","15","25","0","12","95","71","95","71","0","12","0","12","65","46","65","46","0","12","0","12","1500000US370570605001","Block Group 1, Census Tract 605, Davidson County, North Carolina"
"478","115","24","27","0","12","24","27","0","12","41","38","12","19","29","34","0","12","35","34","35","34","0","12","0","12","27","31","27","31","0","12","0","12","162","91","90","63","72","73","0","12","83","57","76","56","7","13","0","12","106","80","106","80","0","12","0","12","1500000US370570605002","Block Group 2, Census Tract 605, Davidson County, North Carolina"
"319","93","27","43","0","12","27","43","0","12","39","48","11","19","28","44","0","12","75","62","75","62","0","12","0","12","34","37","34","37","0","12","0","12","43","42","43","42","0","12","0","12","88","64","88","64","0","12","0","12","13","22","13","22","0","12","0","12","1500000US370570605003","Block Group 3, Census Tract 605, Davidson County, North Carolina"
"778","112","21","24","0","12","14","21","7","13","98","58","55","44","43","38","0","12","96","64","96","64","0","12","0","12","53","42","42","39","11","17","0","12","330","126","310","122","20","33","0","12","118","70","118","70","0","12","0","12","62","50","62","50","0","12","0","12","1500000US370570605004","Block Group 4, Census Tract 605, Davidson County, North Carolina"
"827","125","5","9","0","12","5","9","0","12","58","52","0","12","58","52","0","12","95","67","83","61","12","20","0","12","164","92","133","85","31","32","0","12","177","72","177","72","0","12","0","12","275","132","275","132","0","12","0","12","53","39","53","39","0","12","0","12","1500000US370570606011","Block Group 1, Census Tract 606.01, Davidson County, North Carolina"
"499","83","11","18","0","12","11","18","0","12","10","16","10","16","0","12","0","12","29","26","20","20","9","17","0","12","121","76","85","63","36","37","0","12","97","53","84","49","13","21","0","12","84","50","72","50","12","15","0","12","147","58","137","57","10","15","0","12","1500000US370570606012","Block Group 2, Census Tract 606.01, Davidson County, North Carolina"
"581","111","17","28","0","12","17","28","0","12","18","29","18","29","0","12","0","12","53","31","19","29","34","27","0","12","63","47","50","41","13","22","0","12","120","63","93","56","27","34","0","12","99","78","99","78","0","12","0","12","211","100","211","100","0","12","0","12","1500000US370570606021","Block Group 1, Census Tract 606.02, Davidson County, North Carolina"
"379","121","0","12","0","12","0","12","0","12","72","80","62","80","10","16","0","12","86","50","43","37","43","33","0","12","88","63","88","63","0","12","0","12","53","45","53","45","0","12","0","12","56","49","56","49","0","12","0","12","24","31","24","31","0","12","0","12","1500000US370570606022","Block Group 2, Census Tract 606.02, Davidson County, North Carolina"
"375","84","6","10","0","12","6","10","0","12","21","24","21","24","0","12","0","12","65","47","41","35","24","34","0","12","41","44","41","44","0","12","0","12","149","71","110","57","39","54","0","12","25","23","25","23","0","12","0","12","68","56","68","56","0","12","0","12","1500000US370570607001","Block Group 1, Census Tract 607, Davidson County, North Carolina"
"13","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","24","13","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370570607002","Block Group 2, Census Tract 607, Davidson County, North Carolina"
"282","91","11","17","0","12","0","12","11","17","11","18","11","18","0","12","0","12","47","32","29","26","18","19","0","12","93","60","33","35","60","48","0","12","39","35","39","35","0","12","0","12","11","19","11","19","0","12","0","12","70","55","70","55","0","12","0","12","1500000US370570607003","Block Group 3, Census Tract 607, Davidson County, North Carolina"
"324","110","9","16","0","12","9","16","0","12","48","39","28","28","20","29","0","12","42","37","10","17","32","33","0","12","78","75","45","62","33","41","0","12","112","67","89","58","23","28","0","12","19","31","19","31","0","12","0","12","16","28","16","28","0","12","0","12","1500000US370570607004","Block Group 4, Census Tract 607, Davidson County, North Carolina"
"154","56","10","16","0","12","10","16","0","12","18","19","4","7","14","18","0","12","32","30","24","27","8","11","0","12","44","46","33","37","11","17","0","12","25","21","25","21","0","12","0","12","20","23","20","23","0","12","0","12","5","10","5","10","0","12","0","12","1500000US370570608001","Block Group 1, Census Tract 608, Davidson County, North Carolina"
"205","95","8","13","0","12","8","13","0","12","52","44","7","11","45","42","0","12","31","25","31","25","0","12","0","12","34","44","34","44","0","12","0","12","70","71","70","71","0","12","0","12","0","12","0","12","0","12","0","12","10","17","10","17","0","12","0","12","1500000US370570608002","Block Group 2, Census Tract 608, Davidson County, North Carolina"
"487","103","44","37","0","12","35","34","9","14","122","80","11","15","111","78","0","12","71","42","45","32","26","26","0","12","96","49","69","37","27","31","0","12","63","42","63","42","0","12","0","12","54","33","54","33","0","12","0","12","37","30","37","30","0","12","0","12","1500000US370570608003","Block Group 3, Census Tract 608, Davidson County, North Carolina"
"99","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","20","13","20","0","12","0","12","34","54","0","12","34","54","0","12","52","38","41","40","11","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370570609001","Block Group 1, Census Tract 609, Davidson County, North Carolina"
"313","101","0","12","0","12","0","12","0","12","57","62","0","12","57","62","0","12","46","58","38","57","8","16","0","12","90","71","58","59","32","45","0","12","87","78","87","78","0","12","0","12","18","28","18","28","0","12","0","12","15","23","15","23","0","12","0","12","1500000US370570609002","Block Group 2, Census Tract 609, Davidson County, North Carolina"
"262","84","18","29","0","12","18","29","0","12","11","18","0","12","11","18","0","12","78","55","25","28","53","48","0","12","63","45","63","45","0","12","0","12","50","48","50","48","0","12","0","12","31","35","31","35","0","12","0","12","11","17","11","17","0","12","0","12","1500000US370570609003","Block Group 3, Census Tract 609, Davidson County, North Carolina"
"52","37","0","12","0","12","0","12","0","12","26","30","0","12","26","30","0","12","10","15","0","12","10","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","24","16","24","0","12","0","12","0","12","0","12","0","12","0","12","1500000US370570609004","Block Group 4, Census Tract 609, Davidson County, North Carolina"
"401","113","30","37","0","12","30","37","0","12","17","26","17","26","0","12","0","12","85","57","66","49","19","30","0","12","106","105","106","105","0","12","0","12","119","74","119","74","0","12","0","12","0","12","0","12","0","12","0","12","44","46","44","46","0","12","0","12","1500000US370570609005","Block Group 5, Census Tract 609, Davidson County, North Carolina"
